ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
451	"ENSMUSG00000021481"	"Zfp346"	chr13	+	55113677	55113770	55115482	55115624	55113035	55113139	55122329	55122515	451	0,5,1,1,1,2	1,0,0,1,0,1	1,0,2,0,2,1	0,2,0,2,3,0	189	238	0.0471977143087	0.435148733249	0.0,1.0,1.0,0.557,1.0,0.716	1.0,0.0,1.0,0.0,0.456,1.0	0.136
452	"ENSMUSG00000021481"	"Zfp346"	chr13	+	55113677	55113770	55115482	55115624	55113035	55113139	55130533	55130627	452	0,4,1,1,1,2	1,0,0,1,1,0	1,0,2,1,2,1	0,1,0,1,2,0	189	238	1	1.0	0.0,1.0,1.0,0.557,0.557,1.0	1.0,0.0,1.0,0.557,0.557,1.0	0.0
453	"ENSMUSG00000021481"	"Zfp346"	chr13	+	55115479	55115624	55122329	55122515	55113677	55113770	55130533	55130627	453	2,2,0,3,2,0	1,4,2,2,1,1	0,1,0,1,2,1	0,3,5,2,0,6	241	282	1	1.0	0.701,0.369,0.0,0.637,0.701,0.0	NA,0.281,0.0,0.369,1.0,0.163	0.039
454	"ENSMUSG00000031878"	"Nae1"	chr8	-	104527377	104527449	104528186	104528217	104527082	104527162	104530055	104530116	454	4,0,0,0,0,2	4,3,0,3,2,1	2,3,0,1,0,0	1,1,0,5,2,2	127	168	1	1.0	0.569,0.0,NA,0.0,0.0,0.726	0.726,0.799,NA,0.209,0.0,0.0	-0.088
455	"ENSMUSG00000020051"	"Pah"	chr10	+	87578852	87578986	87581847	87581963	87578259	87578355	87583531	87584136	455	112,135,88,116,197,270	150,215,104,166,220,323	132,197,157,210,182,232	202,260,207,283,172,247	230	212	0.61587698234	1.0	0.408,0.367,0.438,0.392,0.452,0.435	0.376,0.411,0.411,0.406,0.494,0.464	-0.012
456	"ENSMUSG00000052102"	"Gnpda1"	chr18	-	38330485	38330660	38331967	38332152	38327557	38328973	38333153	38333336	456	17,18,6,12,13,20	35,33,15,27,36,47	6,15,19,19,10,12	24,29,33,36,28,38	281	271	0.824703321661	1.0	0.319,0.345,0.278,0.3,0.258,0.291	0.194,0.333,0.357,0.337,0.256,0.233	0.013
457	"ENSMUSG00000052726"	"Kcnt2"	chr1	+	140484124	140484233	140507699	140507849	140450195	140450304	140509383	140509613	457	0,0,1,0,0,0	1,0,0,0,0,1	0,0,0,0,0,0	0,0,0,1,0,0	205	246	1	1.0	0.0,NA,1.0,NA,NA,0.0	NA,NA,NA,0.0,NA,NA	0.333
458	"ENSMUSG00000035778"	"Ggta1"	chr2	-	35414218	35414284	35416471	35416507	35413325	35413427	35422179	35422268	458	1,2,0,2,0,0	1,1,1,0,0,0	0,0,0,0,0,0	0,0,1,0,0,1	132	162	1	1.0	0.551,0.711,0.0,1.0,NA,NA	NA,NA,0.0,NA,NA,0.0	0.566
459	"ENSMUSG00000023277"	"Twf2"	chr9	+	106212255	106212351	106212731	106212836	106211718	106211897	106212937	106213063	459	0,0,0,0,2,1	5,3,1,2,2,3	2,0,0,1,1,0	0,2,0,4,2,3	192	201	1	1.0	0.0,0.0,0.0,0.0,0.511,0.259	1.0,0.0,NA,0.207,0.344,0.0	-0.182
460	"ENSMUSG00000039637"	"Coro7"	chr16	-	4628183	4628275	4628675	4628811	4627609	4627696	4629055	4629172	460	7,9,1,5,3,4	3,8,2,6,1,8	3,5,4,7,9,7	6,9,6,3,4,12	232	188	0.723003578879	1.0	0.654,0.477,0.288,0.403,0.709,0.288	0.288,0.31,0.351,0.654,0.646,0.321	0.041
461	"ENSMUSG00000070371"	"Prss36"	chr7	-	127933566	127933832	127934138	127934280	127933370	127933492	127934389	127934627	461	1,1,1,0,0,0	3,3,1,3,0,4	0,1,1,1,1,2	2,3,1,4,4,4	238	362	1	1.0	0.336,0.336,0.603,0.0,NA,0.0	0.0,0.336,0.603,0.275,0.275,0.432	-0.065
463	"ENSMUSG00000004633"	"Chn2"	chr6	+	54293037	54293115	54298044	54298150	54290266	54290440	54300072	54300244	463	0,4,4,0,0,8	4,5,0,1,1,5	3,0,1,3,11,6	8,7,4,3,5,10	174	202	0.713435778735	1.0	0.0,0.482,1.0,0.0,0.0,0.65	0.303,0.0,0.225,0.537,0.719,0.411	-0.01
467	"ENSMUSG00000050199"	"Lgr4"	chr2	+	109970691	109970763	109989704	109989776	109917646	109918305	109991103	109991175	467	5,16,8,11,5,9	15,26,11,17,13,22	0,5,7,10,10,16	9,12,13,22,19,21	168	168	0.66780826008	1.0	0.25,0.381,0.421,0.393,0.278,0.29	0.0,0.294,0.35,0.313,0.345,0.432	0.046
468	"ENSMUSG00000041966"	"Dcaf17"	chr2	+	71073120	71073199	71075367	71075536	71063358	71063495	71078059	71078164	468	1,2,0,0,2,4	2,0,1,0,1,1	0,2,4,4,3,3	1,0,2,2,2,2	175	265	1	1.0	0.431,1.0,0.0,NA,0.752,0.858	0.0,1.0,0.752,0.752,0.694,0.694	-0.04
469	"ENSMUSG00000027942"	"4933434E20Rik"	chr3	+	90053507	90053609	90056206	90056324	90052813	90053119	90056528	90056582	469	14,0,1,0,0,4	9,13,11,14,8,12	7,19,13,16,13,0	16,20,15,12,16,16	198	214	0.00213929036511	0.0576737124799	0.627,0.0,0.089,0.0,0.0,0.265	0.321,0.507,0.484,0.59,0.468,0.0	-0.232
470	"ENSMUSG00000027942"	"4933434E20Rik"	chr3	+	90053507	90053609	90056206	90056324	90052870	90053119	90058484	90058651	470	14,0,1,0,0,4	3,2,7,6,2,3	8,19,13,17,14,0	3,2,2,4,11,2	198	214	0.000752269131242	0.0288996724585	0.835,0.0,0.134,0.0,0.0,0.59	0.742,0.911,0.875,0.821,0.579,0.0	-0.395
471	"ENSMUSG00000027942"	"4933434E20Rik"	chr3	+	90056206	90056324	90056528	90056582	90053507	90053609	90058484	90058651	471	10,15,9,12,10,17	4,6,4,12,5,10	14,15,13,20,14,13	4,7,7,7,5,8	214	150	0.368647250366	1.0	0.637,0.637,0.612,0.412,0.584,0.544	0.71,0.6,0.566,0.667,0.662,0.532	-0.052
473	"ENSMUSG00000019843"	"Fyn"	chr10	+	39529436	39529601	39529918	39530074	39526780	39526930	39532015	39532195	473	4,1,0,2,0,2	1,2,1,2,0,0	1,3,3,1,0,2	0,0,1,0,0,0	261	252	1	1.0	0.794,0.326,0.0,0.491,NA,1.0	1.0,1.0,0.743,1.0,NA,1.0	-0.426
474	"ENSMUSG00000030269"	"Mtmr14"	chr6	+	113269731	113269870	113270521	113270701	113269500	113269559	113277789	113277945	474	5,11,6,7,5,5	5,10,5,9,3,5	6,1,5,4,2,4	4,6,4,8,8,12	235	276	0.0573655489485	0.462616904833	0.54,0.564,0.585,0.477,0.662,0.54	0.638,0.164,0.595,0.37,0.227,0.281	0.182
478	"ENSMUSG00000055720"	"Ubl7"	chr9	+	57912637	57912850	57914553	57914673	57910985	57911059	57919308	57919391	478	8,13,10,5,12,3	13,29,10,18,3,23	13,11,8,9,7,7	14,14,19,27,12,27	309	216	0.718752693264	1.0	0.301,0.239,0.411,0.163,0.737,0.084	0.394,0.355,0.227,0.189,0.29,0.153	0.054
479	"ENSMUSG00000026933"	"Camsap1"	chr2	-	25952677	25952819	25956246	25956327	25945133	25945273	25965662	25965824	479	1,0,0,0,0,0	2,2,0,1,0,0	1,0,0,1,0,3	0,0,0,0,1,1	177	238	1	1.0	0.402,0.0,NA,0.0,NA,NA	1.0,NA,NA,1.0,0.0,0.801	-0.566
482	"ENSMUSG00000032263"	"Bckdhb"	chr9	+	84012508	84012619	84069104	84069191	84010253	84010351	84122233	84122382	482	8,11,11,9,9,17	24,27,17,20,16,21	15,20,14,21,12,11	23,30,25,26,16,35	207	183	0.482176830565	1.0	0.228,0.265,0.364,0.285,0.332,0.417	0.366,0.371,0.331,0.417,0.399,0.217	-0.035
483	"ENSMUSG00000029705"	"Cux1"	chr5	-	136370117	136370241	136373321	136373459	136362294	136363335	136392314	136392393	483	48,44,24,35,39,36	26,56,11,30,30,24	30,54,37,58,57,63	21,47,36,37,58,45	234	220	0.65131231419	1.0	0.634,0.425,0.672,0.523,0.55,0.585	0.573,0.519,0.491,0.596,0.48,0.568	0.027
484	"ENSMUSG00000038116"	"Phf20"	chr2	+	156254225	156254310	156267154	156267542	156251775	156251947	156272541	156272655	484	2,7,3,1,2,1	5,11,6,8,7,4	0,2,2,1,3,3	4,1,2,7,8,12	181	484	0.850080259333	1.0	0.517,0.63,0.572,0.251,0.433,0.401	0.0,0.842,0.728,0.276,0.501,0.401	0.009
485	"ENSMUSG00000058076"	"Sdhc"	chr1	-	171138693	171138755	171143557	171143659	171135992	171136156	171145755	171145812	485	91,159,57,78,83,112	46,83,30,45,49,62	66,126,91,159,97,129	44,60,60,105,58,99	198	158	0.163582878506	0.772891250055	0.612,0.605,0.603,0.58,0.575,0.59	0.545,0.626,0.548,0.547,0.572,0.51	0.036
486	"ENSMUSG00000030935"	"Acsm3"	chr7	+	119766890	119767038	119767872	119768146	119760922	119760982	119768763	119768974	486	0,1,0,0,0,0	0,1,0,0,1,3	121,172,131,183,122,173	587,736,539,752,490,589	244	370	1	1.0	NA,0.603,NA,NA,0.0,0.0	0.238,0.262,0.269,0.27,0.274,0.308	-0.069
487	"ENSMUSG00000002205"	"Vrk3"	chr7	+	44759699	44759894	44760877	44760942	44757745	44757895	44762990	44763057	487	22,25,4,13,11,14	1,7,2,1,0,6	11,28,13,17,9,20	4,5,5,7,6,6	291	161	0.0519197845359	0.435148733249	0.924,0.664,0.525,0.878,1.0,0.564	0.603,0.756,0.59,0.573,0.454,0.648	0.155
490	"ENSMUSG00000061613"	"U2af1"	chr17	-	31651645	31651712	31652501	31652568	31648844	31648894	31654978	31655066	490	2,2,0,0,1,1	12,26,16,22,11,18	0,0,5,0,0,0	8,12,22,38,14,31	163	163	1	1.0	0.143,0.071,0.0,0.0,0.083,0.053	0.0,0.0,0.185,0.0,0.0,0.0	0.027
497	"ENSMUSG00000062115"	"Rai1"	chr11	+	60140240	60140370	60185095	60190622	60105012	60105394	60193938	60194032	497	2,3,1,4,1,5	78,94,40,48,51,67	0,1,3,3,1,7	45,81,67,107,71,102	226	5623	0.304892904819	1.0	0.389,0.443,0.383,0.675,0.328,0.65	0.0,0.235,0.527,0.411,0.259,0.631	0.134
501	"ENSMUSG00000019558"	"Slc6a8"	chrX	+	73678635	73678770	73678865	73678969	73677058	73677453	73679063	73679188	501	45,65,36,47,35,58	55,63,26,43,32,48	30,53,30,67,44,77	19,47,63,92,61,73	231	200	0.208147599688	0.85208359833	0.415,0.472,0.545,0.486,0.486,0.511	0.578,0.494,0.292,0.387,0.384,0.477	0.05
503	"ENSMUSG00000021376"	"Tpmt"	chr13	-	47028881	47028967	47032417	47032492	47027251	47027296	47035020	47035073	503	17,23,11,25,19,20	15,27,12,16,8,20	30,34,37,69,35,33	34,37,38,44,23,39	171	182	0.661733344054	1.0	0.547,0.476,0.494,0.624,0.717,0.516	0.484,0.494,0.509,0.625,0.618,0.474	0.028
504	"ENSMUSG00000021376"	"Tpmt"	chr13	-	47032417	47032492	47035020	47035073	47028881	47028967	47035894	47036027	504	11,19,7,14,14,12	18,52,16,25,18,19	14,17,23,28,19,28	40,43,37,57,29,59	149	171	0.728895590273	1.0	0.412,0.295,0.334,0.391,0.472,0.42	0.287,0.312,0.416,0.361,0.429,0.353	0.028
506	"ENSMUSG00000009207"	"Lnpk"	chr2	-	74554987	74555046	74568940	74569128	74551060	74551101	74570934	74570976	506	1,0,0,4,0,2	2,1,0,0,0,2	1,3,1,4,0,0	0,0,0,1,0,1	284	155	1	1.0	0.214,0.0,NA,1.0,NA,0.353	1.0,1.0,1.0,0.686,NA,0.0	-0.345
507	"ENSMUSG00000029458"	"Brap"	chr5	+	121663295	121663491	121665098	121665288	121661999	121662161	121672084	121672198	507	40,35,20,29,25,34	21,22,27,36,20,23	51,62,26,55,51,72	36,36,30,49,33,47	292	286	0.600550119913	1.0	0.651,0.609,0.42,0.441,0.55,0.591	0.581,0.628,0.459,0.524,0.602,0.6	-0.022
512	"ENSMUSG00000021000"	"Mia2"	chr12	+	59101470	59101604	59104474	59104561	59095799	59095914	59107835	59109051	512	7,21,5,10,10,13	15,10,6,7,8,8	11,13,17,13,18,8	8,14,12,16,5,12	230	183	0.99975143941	1.0	0.271,0.626,0.399,0.532,0.499,0.564	0.522,0.425,0.53,0.393,0.741,0.347	-0.011
513	"ENSMUSG00000021000"	"Mia2"	chr12	+	59144698	59144770	59146335	59146362	59137697	59137786	59146846	59146957	513	23,44,22,30,21,28	28,31,6,16,9,17	27,42,27,45,20,37	22,33,22,40,17,27	168	123	0.163748718806	0.772891250055	0.376,0.51,0.729,0.579,0.631,0.547	0.473,0.482,0.473,0.452,0.463,0.501	0.088
514	"ENSMUSG00000021000"	"Mia2"	chr12	+	59174105	59174188	59176330	59176459	59172524	59172592	59179849	59180008	514	28,45,14,31,22,34	33,67,21,47,33,50	39,46,29,31,28,28	46,73,61,75,39,75	179	225	0.156881246443	0.7653148636	0.516,0.458,0.456,0.453,0.456,0.461	0.516,0.442,0.374,0.342,0.474,0.319	0.055
515	"ENSMUSG00000002204"	"Napsa"	chr7	+	44585218	44585363	44585713	44585812	44582341	44582541	44586558	44586862	515	717,1049,518,719,399,665	1346,1823,861,1277,648,881	248,345,364,559,274,418	419,608,682,1028,472,633	241	195	0.532864958651	1.0	0.301,0.318,0.327,0.313,0.333,0.379	0.324,0.315,0.302,0.306,0.32,0.348	0.009
518	"ENSMUSG00000040732"	"Erg"	chr16	-	95369994	95370063	95377300	95377372	95369321	95369378	95379111	95379192	518	0,0,2,1,0,0	1,3,0,1,1,0	1,1,0,0,0,1	2,0,0,0,0,0	168	165	1	1.0	0.0,0.0,1.0,0.495,0.0,NA	0.329,1.0,NA,NA,NA,1.0	-0.477
519	"ENSMUSG00000020380"	"Rad50"	chr11	-	53686149	53686307	53688094	53688277	53684125	53684301	53692112	53692319	519	2,2,1,2,1,2	1,2,1,1,1,2	0,1,3,2,1,2	0,2,0,4,2,2	279	254	1	1.0	0.645,0.477,0.477,0.645,0.477,0.477	NA,0.313,1.0,0.313,0.313,0.477	0.05
520	"ENSMUSG00000024286"	"Ccny"	chr18	-	9349387	9349423	9377793	9377828	9345413	9345471	9386734	9386809	520	0,6,3,3,3,5	8,11,3,3,4,6	3,10,7,9,9,4	8,9,10,8,12,8	131	132	0.384719655816	1.0	0.0,0.355,0.502,0.502,0.43,0.456	0.274,0.528,0.414,0.531,0.43,0.335	-0.044
521	"ENSMUSG00000028621"	"Cyb5rl"	chr4	+	107073872	107073960	107077675	107077780	107070869	107071018	107080890	107081094	521	0,2,1,1,4,0	3,0,2,2,2,2	3,3,5,6,5,1	2,3,2,3,1,5	184	201	0.0714488055858	0.502868692749	0.0,1.0,0.353,0.353,0.686,0.0	0.621,0.522,0.732,0.686,0.845,0.179	-0.199
522	"ENSMUSG00000032479"	"Map4"	chr9	+	110071025	110071139	110072612	110072705	110068692	110068985	110078002	110078084	522	11,3,4,5,3,11	7,9,3,11,4,8	3,4,5,3,2,8	5,6,4,1,4,8	210	189	0.970839805081	1.0	0.586,0.231,0.545,0.29,0.403,0.553	0.351,0.375,0.529,0.73,0.31,0.474	-0.027
523	"ENSMUSG00000065979"	"Cpped1"	chr16	-	11828174	11828597	11887577	11887796	11803720	11805583	11909265	11909423	523	12,18,6,7,6,13	28,38,15,22,31,34	13,11,18,23,19,19	31,42,45,58,52,60	315	519	0.958345352141	1.0	0.414,0.438,0.397,0.344,0.242,0.386	0.409,0.301,0.397,0.395,0.376,0.343	0.0
524	"ENSMUSG00000065979"	"Cpped1"	chr16	-	11828174	11828597	11887577	11887754	11803726	11805583	11909265	11909422	524	3,6,4,3,1,7	28,38,15,22,31,34	6,4,5,7,11,7	31,42,45,58,52,60	273	519	0.861365872898	1.0	0.169,0.231,0.336,0.206,0.058,0.281	0.269,0.153,0.174,0.187,0.287,0.182	0.005
525	"ENSMUSG00000043987"	"Cep164"	chr9	-	45781951	45782248	45784882	45785029	45779689	45779836	45785777	45785921	525	2,2,0,0,0,0	0,3,1,0,0,0	0,1,1,0,1,0	1,2,1,1,0,4	243	393	1	1.0	1.0,0.519,0.0,NA,NA,NA	0.0,0.447,0.618,0.0,1.0,0.0	0.162
526	"ENSMUSG00000043987"	"Cep164"	chr9	-	45781951	45782248	45785777	45785921	45779689	45779836	45787425	45787511	526	1,0,0,2,1,1	0,3,1,0,1,0	0,2,0,7,0,0	1,3,1,1,0,4	240	393	1	1.0	1.0,0.0,0.0,1.0,0.621,1.0	0.0,0.522,0.0,0.92,NA,0.0	0.315
527	"ENSMUSG00000070953"	"Rabepk"	chr2	-	34790502	34790655	34795171	34795329	34785566	34785728	34797374	34797433	527	5,4,4,5,6,1	4,10,0,6,3,1	3,2,1,7,1,7	4,9,6,9,7,9	254	249	0.030038298455	0.359679365916	0.551,0.282,1.0,0.45,0.662,0.495	0.424,0.179,0.14,0.433,0.123,0.433	0.285
528	"ENSMUSG00000020594"	"Pum2"	chr12	+	8744614	8744743	8747156	8747294	8744336	8744466	8748110	8748236	528	17,11,8,12,11,8	22,32,9,18,17,25	20,26,21,24,13,20	32,40,31,38,30,38	225	234	0.68428517782	1.0	0.446,0.263,0.48,0.409,0.402,0.25	0.394,0.403,0.413,0.396,0.311,0.354	-0.004
529	"ENSMUSG00000042772"	"Smg7"	chr1	-	152841512	152841593	152843229	152843379	152841024	152841184	152844035	152844407	529	2,0,3,3,4,2	8,29,5,8,6,20	4,1,3,3,7,4	15,14,16,21,18,20	246	177	0.60035406649	1.0	0.152,0.0,0.302,0.212,0.324,0.067	0.161,0.049,0.119,0.093,0.219,0.126	0.048
533	"ENSMUSG00000032594"	"Ip6k1"	chr9	+	108024102	108024450	108031998	108032209	108002500	108002822	108040904	108041086	533	24,39,18,26,21,26	18,24,18,23,14,31	8,22,27,20,26,24	12,21,11,16,11,23	444	307	0.655081651072	1.0	0.48,0.529,0.409,0.439,0.509,0.367	0.316,0.42,0.629,0.464,0.62,0.419	-0.022
535	"ENSMUSG00000018796"	"Acsl1"	chr8	+	46521267	46521345	46521409	46521487	46518960	46519034	46524942	46525077	535	233,318,188,246,211,313	2,2,1,4,2,1	80,88,60,100,84,94	0,1,0,1,0,0	174	174	1	1.0	0.991,0.994,0.995,0.984,0.991,0.997	1.0,0.989,1.0,0.99,1.0,1.0	-0.005
536	"ENSMUSG00000001419"	"Mef2d"	chr3	+	88158033	88158171	88158220	88158355	88156321	88156525	88159121	88159332	536	6,12,5,3,6,6	0,0,0,1,0,0	11,14,8,9,5,6	0,0,0,0,0,1	234	231	1	1.0	1.0,1.0,1.0,0.748,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.856	-0.018
537	"ENSMUSG00000029203"	"Ube2k"	chr5	+	65565988	65566082	65571531	65571590	65537275	65537458	65581385	65581468	537	0,0,0,0,0,0	9,9,8,6,3,9	0,0,1,0,0,1	11,15,13,10,11,11	190	155	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.059,0.0,0.0,0.069	-0.021
538	"ENSMUSG00000029203"	"Ube2k"	chr5	+	65571531	65571590	65581385	65581468	65537290	65537546	65591875	65591975	538	1,0,0,1,0,0	15,23,15,14,4,30	0,1,0,0,0,0	16,19,18,21,20,40	155	179	1	1.0	0.071,0.0,0.0,0.076,0.0,0.0	0.0,0.057,0.0,0.0,0.0,0.0	0.015
539	"ENSMUSG00000029203"	"Ube2k"	chr5	+	65571531	65571590	65591875	65591975	65537290	65537546	65594419	65594548	539	1,0,0,1,0,0	27,17,12,8,17,21	0,1,0,0,0,0	12,22,23,21,19,24	155	196	1	1.0	0.045,0.0,0.0,0.136,0.0,0.0	0.0,0.054,0.0,0.0,0.0,0.0	0.021
544	"ENSMUSG00000031387"	"Renbp"	chrX	-	73930004	73930080	73930228	73930262	73929680	73929853	73930407	73930517	544	8,11,8,5,9,5	15,26,9,15,15,24	6,5,3,5,5,5	5,12,11,26,10,25	130	172	0.411751866633	1.0	0.414,0.359,0.54,0.306,0.443,0.216	0.614,0.355,0.265,0.203,0.398,0.209	0.039
545	"ENSMUSG00000025404"	"R3hdm2"	chr10	+	127400125	127400193	127444275	127444475	127390310	127390427	127451991	127452033	545	5,4,1,6,3,2	11,27,10,16,15,15	2,6,5,9,10,13	12,27,14,23,19,16	164	296	0.0664054070679	0.48391858004	0.451,0.211,0.153,0.404,0.265,0.194	0.231,0.286,0.392,0.414,0.487,0.595	-0.121
546	"ENSMUSG00000039069"	"Mtg2"	chr2	+	180073139	180073233	180078003	180078142	180071793	180071886	180078618	180078823	546	4,5,0,0,6,2	4,2,3,4,1,5	2,2,1,4,0,5	3,4,2,6,0,1	190	235	1	1.0	0.553,0.756,0.0,0.0,0.881,0.331	0.452,0.382,0.382,0.452,NA,0.861	-0.086
551	"ENSMUSG00000055541"	"Lair1"	chr7	-	4010729	4010846	4028706	4029036	4010589	4010632	4055917	4055953	551	1,3,0,0,0,0	0,0,1,0,0,0	1,0,0,1,1,0	1,2,0,0,0,0	426	213	1	1.0	1.0,1.0,0.0,NA,NA,NA	0.333,0.0,NA,1.0,1.0,NA	0.083
552	"ENSMUSG00000031816"	"Mthfsd"	chr8	-	121105573	121105687	121105717	121105831	121104391	121104505	121106869	121106973	552	2,2,0,0,0,6	5,8,2,6,6,4	0,0,0,1,0,0	6,7,5,6,2,5	210	210	0.00249773407356	0.0622115031886	0.286,0.2,0.0,0.0,0.0,0.6	0.0,0.0,0.0,0.143,0.0,0.0	0.157
553	"ENSMUSG00000031816"	"Mthfsd"	chr8	-	121105573	121105687	121105717	121105831	121104391	121104558	121106869	121106973	553	2,1,0,0,0,3	3,3,1,5,3,1	0,0,0,1,0,0	4,6,5,3,2,5	210	210	0.204057441573	0.851897314677	0.4,0.25,0.0,0.0,0.0,0.75	0.0,0.0,0.0,0.25,0.0,0.0	0.192
556	"ENSMUSG00000032525"	"Nktr"	chr9	+	121729996	121730024	121731477	121731565	121729635	121729680	121741121	121741151	556	1,0,0,0,0,0	2,2,1,0,1,2	0,0,0,0,0,0	3,0,4,2,2,0	124	184	1	1.0	0.426,0.0,0.0,NA,0.0,0.0	0.0,NA,0.0,0.0,0.0,NA	0.085
559	"ENSMUSG00000033029"	"1700088E04Rik"	chr15	-	79136306	79136489	79139237	79139300	79135636	79135765	79140880	79140992	559	2,4,3,3,0,1	0,5,1,2,3,6	0,1,0,4,7,0	4,5,3,7,1,3	159	279	0.0484463296722	0.435148733249	1.0,0.584,0.84,0.725,0.0,0.226	0.0,0.26,0.0,0.501,0.925,0.0	0.282
561	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40340044	40340146	40340684	40340750	40336985	40337035	40344355	40344439	561	0,0,0,0,1,0	0,0,0,0,0,0	0,0,0,0,0,0	0,1,0,0,0,0	162	198	1	1.0	NA,NA,NA,NA,1.0,NA	NA,0.0,NA,NA,NA,NA	1.0
562	"ENSMUSG00000024940"	"Ltbp3"	chr19	+	5753632	5753755	5753928	5754048	5752018	5752141	5755545	5755674	562	10,19,2,7,4,6	1,4,0,2,3,4	1,4,4,2,4,7	2,2,1,3,3,3	219	216	0.129175263695	0.684480420269	0.908,0.824,1.0,0.775,0.568,0.597	0.33,0.664,0.798,0.397,0.568,0.697	0.203
563	"ENSMUSG00000027620"	"Rbm39"	chr2	-	156177751	156177906	156178879	156178952	156177335	156177385	156179176	156179240	563	0,6,4,9,4,6	4,4,0,4,1,2	6,1,4,8,2,8	1,5,2,5,1,0	169	251	0.854466378584	1.0	0.0,0.69,1.0,0.77,0.856,0.817	0.899,0.229,0.748,0.704,0.748,1.0	-0.033
564	"ENSMUSG00000025728"	"Pigq"	chr17	-	25928790	25928852	25930520	25930635	25926426	25927756	25930957	25931038	564	29,36,11,32,17,28	18,26,10,8,13,18	30,45,27,59,43,50	13,26,21,38,18,38	211	158	0.976359873149	1.0	0.547,0.509,0.452,0.75,0.495,0.538	0.633,0.564,0.491,0.538,0.641,0.496	-0.012
565	"ENSMUSG00000032182"	"Yipf2"	chr9	-	21592060	21592218	21592527	21592588	21591899	21591980	21592736	21592772	565	2,0,1,2,0,1	7,12,10,10,5,15	0,0,0,2,1,1	4,8,11,22,2,5	157	254	1	1.0	0.316,0.0,0.139,0.244,0.0,0.097	0.0,0.0,0.0,0.128,0.447,0.244	-0.004
566	"ENSMUSG00000031392"	"Irak1"	chrX	-	74018129	74018366	74019899	74019965	74017129	74017430	74020327	74020535	566	8,4,8,3,4,4	12,24,5,13,6,11	9,10,6,17,7,12	16,20,13,27,17,31	162	333	0.852696116782	1.0	0.578,0.255,0.767,0.322,0.578,0.428	0.536,0.507,0.487,0.564,0.458,0.443	-0.011
567	"ENSMUSG00000031392"	"Irak1"	chrX	-	74018129	74018366	74019899	74019965	74017129	74017511	74020327	74020535	567	8,4,8,3,4,4	17,32,8,15,12,15	9,10,6,17,7,12	20,28,18,31,20,48	162	333	0.613121616135	1.0	0.492,0.204,0.673,0.291,0.407,0.354	0.481,0.423,0.407,0.53,0.418,0.339	-0.03
568	"ENSMUSG00000049971"	"Glt1d1"	chr5	+	127678090	127678140	127689836	127689880	127677204	127677300	127690989	127691110	568	0,1,0,0,0,0	0,0,0,1,1,0	1,4,1,2,0,1	0,0,0,0,0,1	146	140	1	1.0	NA,1.0,NA,0.0,0.0,NA	1.0,1.0,1.0,1.0,NA,0.49	-0.565
569	"ENSMUSG00000024050"	"Wiz"	chr17	-	32378839	32379118	32381083	32381156	32367823	32368147	32387572	32387817	569	1,0,1,0,0,0	0,0,1,1,0,0	0,0,0,0,0,1	1,0,1,0,0,3	169	375	1	1.0	1.0,NA,0.689,0.0,NA,NA	0.0,NA,0.0,NA,NA,0.425	0.421
571	"ENSMUSG00000021906"	"Oxnad1"	chr14	+	32092067	32092131	32095364	32095471	32091635	32091759	32096486	32096628	571	3,5,2,4,4,7	3,8,6,2,6,8	4,11,8,9,6,15	6,10,14,11,6,10	160	203	0.607448064467	1.0	0.559,0.442,0.297,0.717,0.458,0.526	0.458,0.583,0.42,0.509,0.559,0.656	-0.031
572	"ENSMUSG00000023951"	"Vegfa"	chr17	-	46020990	46021122	46022276	46022348	46018857	46018879	46024064	46024094	572	0,10,7,9,4,5	49,78,20,44,37,88	4,3,6,5,5,7	62,86,82,99,46,87	168	228	0.0721317014061	0.503829005276	0.0,0.148,0.322,0.217,0.128,0.072	0.081,0.045,0.09,0.064,0.129,0.098	0.063
573	"ENSMUSG00000060961"	"Slc4a4"	chr5	+	89084641	89084718	89122401	89122559	89046212	89046392	89129638	89129726	573	21,31,19,14,25,32	80,120,67,99,117,157	16,23,25,31,33,17	98,111,128,198,125,147	173	254	0.1643022614	0.772891250055	0.278,0.275,0.294,0.172,0.239,0.23	0.193,0.233,0.223,0.187,0.279,0.145	0.038
574	"ENSMUSG00000035958"	"Tdp2"	chr13	+	24832688	24832826	24836015	24836186	24832009	24832095	24836854	24836946	574	0,2,1,0,0,0	11,12,10,7,4,17	0,1,0,1,1,1	11,19,18,23,19,15	234	267	1	1.0	0.0,0.16,0.102,0.0,0.0,0.0	0.0,0.057,0.0,0.047,0.057,0.071	0.005
