ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1147	"ENSMUSG00000020359"	"Phykpl"	chr11	+	51592005	51592285	51592005	51592093	51592168	51592285	1147	1,1,0,2,0,1	1,1,1,3,0,2	0,0,2,3,1,0	1,3,2,4,3,2	171	96	1	1.0	0.36,0.36,0.0,0.272,NA,0.219	0.0,0.0,0.36,0.296,0.158,0.0	0.107
1148	"ENSMUSG00000020359"	"Phykpl"	chr11	+	51593603	51594141	51593603	51593686	51593915	51594141	1148	2,0,0,0,1,0	0,2,0,0,1,5	2,1,1,1,2,0	2,1,2,4,0,3	325	96	1	1.0	1.0,0.0,NA,NA,0.228,0.0	0.228,0.228,0.129,0.069,1.0,0.0	0.031
1153	"ENSMUSG00000030782"	"Tgfb1i1"	chr7	+	128248886	128249195	128248886	128248974	128249089	128249195	1153	0,1,0,0,0,0	1,2,0,0,1,0	0,0,0,0,0,0	0,3,1,1,2,4	211	96	1	1.0	0.0,0.185,NA,NA,0.0,NA	NA,0.0,0.0,0.0,0.0,0.0	0.062
1155	"ENSMUSG00000037805"	"Rpl10a"	chr17	+	28328966	28329522	28328966	28329047	28329373	28329522	1155	7,22,1,4,4,9	112,162,59,96,75,105	7,12,5,13,13,16	72,99,95,123,72,105	422	96	0.03436660734	0.599557973999	0.014,0.03,0.004,0.009,0.012,0.019	0.022,0.027,0.012,0.023,0.039,0.034	-0.011
1156	"ENSMUSG00000037805"	"Rpl10a"	chr17	+	28328966	28329522	28328966	28329280	28329373	28329522	1156	1,1,0,0,2,1	0,1,4,0,0,2	2,4,0,3,1,3	0,0,1,0,0,0	189	96	1	1.0	1.0,0.337,0.0,NA,1.0,0.203	1.0,1.0,0.0,1.0,1.0,1.0	-0.325
1157	"ENSMUSG00000024764"	"Naa40"	chr19	-	7229721	7230283	7229721	7229805	7230187	7230283	1157	6,4,2,2,5,2	0,0,0,0,0,0	4,3,3,3,5,6	0,0,1,0,0,0	478	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.376,1.0,1.0,1.0	0.104
1158	"ENSMUSG00000024764"	"Naa40"	chr19	-	7234103	7235158	7234103	7234156	7235062	7235158	1158	2,3,4,2,4,7	8,4,2,2,4,0	3,3,3,5,5,7	0,0,2,3,4,3	1002	96	0.409693214072	1.0	0.023,0.067,0.161,0.087,0.087,1.0	1.0,1.0,0.126,0.138,0.107,0.183	-0.188
1159	"ENSMUSG00000028693"	"Nasp"	chr4	-	116604162	116604814	116604162	116604351	116604740	116604814	1159	1,1,0,0,1,0	6,7,3,4,2,4	2,3,2,1,0,0	1,7,5,1,3,7	485	96	0.410900734775	1.0	0.032,0.027,0.0,0.0,0.09,0.0	0.284,0.078,0.073,0.165,0.0,0.0	-0.075
1161	"ENSMUSG00000007783"	"Cpt1c"	chr7	-	44965083	44965566	44965083	44965266	44965370	44965566	1161	1,0,0,0,0,0	0,1,0,0,0,0	0,1,0,0,0,0	0,0,0,0,0,0	200	96	1	1.0	1.0,0.0,NA,NA,NA,NA	NA,1.0,NA,NA,NA,NA	-0.5
1162	"ENSMUSG00000007458"	"M6pr"	chr6	+	122313258	122315166	122313258	122313425	122315056	122315166	1162	8,17,5,10,12,8	31,43,22,17,18,35	12,16,20,17,21,25	32,42,26,46,42,78	1727	96	0.314687213344	1.0	0.014,0.022,0.012,0.032,0.036,0.013	0.02,0.021,0.041,0.02,0.027,0.018	-0.003
1164	"ENSMUSG00000025731"	"Mettl26"	chr17	+	25876660	25877169	25876660	25876739	25876949	25877169	1164	34,45,16,19,20,33	34,42,16,18,38,34	26,49,45,67,49,68	38,70,53,79,32,63	306	96	0.965730136535	1.0	0.239,0.252,0.239,0.249,0.142,0.233	0.177,0.18,0.21,0.21,0.325,0.253	-0.0
1165	"ENSMUSG00000068744"	"Psrc1"	chr3	+	108384235	108384431	108384235	108384285	108384373	108384431	1165	0,0,0,0,0,0	0,0,1,0,0,0	0,0,0,1,0,0	0,0,0,0,0,0	184	96	1	1.0	NA,NA,0.0,NA,NA,NA	NA,NA,NA,1.0,NA,NA	-1.0
1167	"ENSMUSG00000027684"	"Mecom"	chr3	-	29983960	29985497	29983960	29984266	29985340	29985497	1167	0,1,0,0,0,0	0,0,0,0,0,0	1,1,0,3,1,2	0,0,0,0,1,0	1170	96	1	1.0	NA,1.0,NA,NA,NA,NA	1.0,1.0,NA,1.0,0.076,1.0	0.185
1169	"ENSMUSG00000033295"	"Ptprf"	chr4	-	118211000	118211485	118211000	118211126	118211358	118211485	1169	0,1,0,0,0,0	27,31,16,21,15,32	0,0,0,0,2,0	8,18,23,26,20,29	328	96	1	1.0	0.0,0.009,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.028,0.0	-0.003
1171	"ENSMUSG00000032228"	"Tcf12"	chr9	-	71868071	71870147	71868071	71868278	71870073	71870147	1171	1,6,3,7,2,3	1,4,0,4,0,3	1,2,0,1,1,3	1,5,8,7,2,3	1891	96	0.0411592463698	0.681238295685	0.048,0.071,1.0,0.082,1.0,0.048	0.048,0.02,0.0,0.007,0.025,0.048	0.35
1172	"ENSMUSG00000015488"	"Cacfd1"	chr2	+	27018887	27021089	27018887	27018979	27020020	27021089	1172	52,84,47,71,44,78	0,0,0,0,3,0	46,62,49,61,57,89	0,0,1,0,1,1	1137	96	1	1.0	1.0,1.0,1.0,1.0,0.553,1.0	1.0,1.0,0.805,1.0,0.828,0.883	0.006
1173	"ENSMUSG00000002804"	"Nudt14"	chr12	-	112938355	112938859	112938355	112938557	112938794	112938859	1173	4,3,4,2,0,0	0,0,0,0,0,1	3,2,0,2,0,4	0,0,0,0,0,2	333	96	1	1.0	1.0,1.0,1.0,1.0,NA,0.0	1.0,1.0,NA,1.0,NA,0.366	-0.041
1174	"ENSMUSG00000002804"	"Nudt14"	chr12	-	112938355	112938859	112938355	112938593	112938794	112938859	1174	1,2,2,0,0,0	10,10,4,5,1,4	0,1,0,1,0,1	2,6,4,2,4,9	297	96	1	1.0	0.031,0.061,0.139,0.0,0.0,0.0	0.0,0.051,0.0,0.139,0.0,0.035	0.001
1175	"ENSMUSG00000021917"	"Spcs1"	chr14	-	31000677	31000903	31000677	31000760	31000843	31000903	1175	3,4,1,1,2,2	0,0,0,1,0,0	3,2,1,4,7,0	0,0,1,0,0,1	179	96	1	1.0	1.0,1.0,1.0,0.349,1.0,1.0	1.0,1.0,0.349,1.0,1.0,0.0	0.167
1176	"ENSMUSG00000021917"	"Spcs1"	chr14	-	31000677	31000903	31000677	31000764	31000843	31000903	1176	3,2,1,0,1,1	26,39,27,35,21,40	1,0,1,2,2,0	38,54,49,68,51,71	175	96	0.970920677337	1.0	0.06,0.027,0.02,0.0,0.025,0.014	0.014,0.0,0.011,0.016,0.021,0.0	0.014
1181	"ENSMUSG00000041954"	"Tnfrsf18"	chr4	+	156027961	156028423	156027961	156028049	156028220	156028423	1181	0,1,0,1,1,1	0,0,0,0,0,0	0,1,0,3,5,1	0,1,0,0,0,0	267	96	1	1.0	NA,1.0,NA,1.0,1.0,1.0	NA,0.264,NA,1.0,1.0,1.0	0.184
1183	"ENSMUSG00000023262"	"Acy1"	chr9	-	106434529	106434829	106434529	106434598	106434684	106434829	1183	5,6,3,4,2,5	72,99,23,46,44,85	4,1,2,5,1,2	48,84,96,143,62,94	182	96	0.00614420334248	0.191136542534	0.035,0.031,0.064,0.044,0.023,0.03	0.042,0.006,0.011,0.018,0.008,0.011	0.022
1184	"ENSMUSG00000023262"	"Acy1"	chr9	-	106434964	106435169	106434964	106435014	106435095	106435169	1184	6,4,1,6,5,10	55,80,28,37,55,66	1,4,4,5,1,3	59,75,77,140,51,106	177	96	0.000406531076663	0.023855982726	0.056,0.026,0.019,0.081,0.047,0.076	0.009,0.028,0.027,0.019,0.011,0.015	0.033
1185	"ENSMUSG00000023262"	"Acy1"	chr9	-	106436125	106436800	106436125	106436220	106436695	106436800	1185	19,29,4,7,16,21	86,112,50,73,65,106	15,24,20,26,7,13	97,137,115,199,130,217	571	96	0.00430029179002	0.146096755287	0.036,0.042,0.013,0.016,0.04,0.032	0.025,0.029,0.028,0.021,0.009,0.01	0.01
1186	"ENSMUSG00000036819"	"Jmjd4"	chr11	+	59450674	59453645	59450674	59450840	59453510	59453645	1186	2,2,1,1,1,2	0,0,0,0,0,0	1,1,3,0,1,4	1,4,2,1,0,6	2766	96	0	0.0	1.0,1.0,1.0,1.0,1.0,1.0	0.034,0.009,0.049,0.0,1.0,0.023	0.814
1189	"ENSMUSG00000039233"	"Tbce"	chr13	-	14005787	14006007	14005787	14005852	14005942	14006007	1189	2,2,0,1,0,0	3,0,2,2,3,3	1,0,1,1,1,1	2,5,2,3,3,4	186	96	1	1.0	0.256,1.0,0.0,0.205,0.0,0.0	0.205,0.0,0.205,0.147,0.147,0.114	0.107
1192	"ENSMUSG00000068329"	"Htra2"	chr6	-	83052697	83053070	83052697	83052726	83053000	83053070	1192	6,7,6,6,5,4	0,0,0,0,0,0	4,7,7,8,8,7	0,0,0,0,1,0	370	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.675,1.0	0.054
1193	"ENSMUSG00000068329"	"Htra2"	chr6	-	83052697	83053070	83052697	83052726	83053037	83053070	1193	6,7,6,6,5,4	0,0,0,0,0,0	5,8,7,8,9,8	0,0,0,2,0,0	407	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.485,1.0,1.0	0.086
1194	"ENSMUSG00000068329"	"Htra2"	chr6	-	83052697	83053070	83052697	83052803	83053037	83053070	1194	5,4,2,5,2,1	1,3,2,4,0,9	2,2,2,1,6,5	0,2,4,3,3,4	330	96	0.851003493131	1.0	0.593,0.279,0.225,0.267,1.0,0.031	1.0,0.225,0.127,0.088,0.368,0.267	0.053
1196	"ENSMUSG00000000902"	"Smarcb1"	chr10	-	75904383	75906196	75904383	75904574	75906029	75906196	1196	1,1,0,1,0,0	5,11,3,6,4,7	1,2,0,0,0,1	3,3,6,13,7,7	1551	96	1	1.0	0.012,0.006,0.0,0.01,0.0,0.0	0.02,0.04,0.0,0.0,0.0,0.009	-0.007
1197	"ENSMUSG00000029060"	"Mib2"	chr4	-	155655521	155656305	155655521	155655700	155656071	155656305	1197	1,9,1,1,2,6	5,4,1,2,0,2	1,4,5,4,3,2	0,2,6,2,5,10	467	96	0.825374105564	1.0	0.039,0.316,0.171,0.093,1.0,0.381	1.0,0.291,0.146,0.291,0.11,0.039	0.021
1198	"ENSMUSG00000029060"	"Mib2"	chr4	-	155656912	155657314	155656912	155657069	155657165	155657314	1198	1,1,1,0,0,1	6,7,3,4,5,0	1,0,1,2,1,1	1,2,0,6,0,0	192	96	1	1.0	0.077,0.067,0.143,0.0,0.0,1.0	0.333,0.0,1.0,0.143,1.0,1.0	-0.365
1199	"ENSMUSG00000029060"	"Mib2"	chr4	-	155658893	155659265	155658893	155659001	155659122	155659265	1199	1,2,2,2,0,3	1,4,0,2,2,3	3,1,0,2,1,1	0,0,5,2,0,0	217	96	0.0225428828503	0.462254686445	0.307,0.181,1.0,0.307,0.0,0.307	1.0,1.0,0.0,0.307,1.0,1.0	-0.368
1200	"ENSMUSG00000025237"	"Parp6"	chr9	+	59623917	59624433	59623917	59624012	59624372	59624433	1200	0,3,0,0,0,0	2,4,0,2,0,0	0,0,0,0,0,0	1,0,0,0,0,0	456	96	1	1.0	0.0,0.136,NA,0.0,NA,NA	0.0,NA,NA,NA,NA,NA	0.045
1202	"ENSMUSG00000022211"	"Carmil3"	chr14	+	55501458	55501893	55501458	55501593	55501829	55501893	1202	0,0,0,1,1,1	0,0,0,0,0,1	0,0,1,2,0,1	0,0,0,0,0,0	332	96	1	1.0	NA,NA,NA,1.0,1.0,0.224	NA,NA,1.0,1.0,NA,1.0	-0.259
1203	"ENSMUSG00000022211"	"Carmil3"	chr14	+	55501458	55502433	55501458	55501893	55502224	55502433	1203	0,0,0,1,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,0,2,1,1,0	427	96	1	1.0	NA,NA,NA,1.0,NA,NA	NA,NA,0.0,0.0,0.0,NA	1.0
1206	"ENSMUSG00000022537"	"Tmem44"	chr16	-	30540738	30543488	30540738	30540909	30543401	30543488	1206	2,3,1,0,2,1	1,1,0,1,0,0	2,1,4,4,4,5	1,0,0,0,0,0	2588	96	7.2580288073e-06	0.00110236649297	0.069,0.1,1.0,0.0,1.0,1.0	0.069,1.0,1.0,1.0,1.0,1.0	-0.317
1207	"ENSMUSG00000072501"	"Phf20l1"	chr15	+	66622760	66624099	66622760	66622817	66623991	66624099	1207	4,5,5,6,1,2	1,1,1,0,0,1	0,1,2,7,2,7	2,0,1,5,2,0	1270	96	0.232268919245	1.0	0.232,0.274,0.274,1.0,1.0,0.131	0.0,1.0,0.131,0.096,0.07,1.0	0.102
1208	"ENSMUSG00000072501"	"Phf20l1"	chr15	+	66629799	66630966	66629799	66629981	66630866	66630966	1208	0,0,0,0,1,1	3,8,2,3,4,6	0,1,1,0,0,0	2,4,0,2,1,4	981	96	1	1.0	0.0,0.0,0.0,0.0,0.024,0.016	0.0,0.024,1.0,0.0,0.0,0.0	-0.164
1210	"ENSMUSG00000061740"	"Cyp2d22"	chr15	-	82373110	82373833	82373110	82373287	82373672	82373833	1210	20,24,12,10,11,11	6,14,5,15,11,13	3,3,6,5,4,2	3,2,2,6,4,5	481	96	0.155197488545	1.0	0.4,0.255,0.324,0.117,0.166,0.144	0.166,0.23,0.375,0.143,0.166,0.074	0.042
1211	"ENSMUSG00000061740"	"Cyp2d22"	chr15	-	82373903	82374469	82373903	82374056	82374297	82374469	1211	11,23,4,11,5,10	7,18,6,16,10,13	1,3,4,3,3,3	3,4,6,7,3,5	337	96	0.0629069518383	0.868586896505	0.309,0.267,0.16,0.164,0.125,0.18	0.087,0.176,0.16,0.109,0.222,0.146	0.051
1212	"ENSMUSG00000030846"	"Tial1"	chr7	-	128443806	128444404	128443806	128443946	128444280	128444404	1212	23,16,8,10,13,22	6,11,5,5,8,6	26,27,18,27,24,29	4,9,1,8,3,10	430	96	0.0228303431743	0.464157055717	0.461,0.245,0.263,0.309,0.266,0.45	0.592,0.401,0.801,0.43,0.641,0.393	-0.211
1213	"ENSMUSG00000030846"	"Tial1"	chr7	-	128446730	128447107	128446730	128446798	128447038	128447107	1213	3,2,1,1,0,4	0,0,0,0,0,0	0,6,2,4,1,2	0,0,0,0,0,1	336	96	1	1.0	1.0,1.0,1.0,1.0,NA,1.0	NA,1.0,1.0,1.0,1.0,0.364	0.127
1214	"ENSMUSG00000028455"	"Stoml2"	chr4	-	43028937	43029358	43028937	43029066	43029278	43029358	1214	1,1,0,0,0,2	13,24,6,14,10,20	0,0,0,1,1,0	13,17,11,12,22,28	308	96	1	1.0	0.023,0.013,0.0,0.0,0.0,0.03	0.0,0.0,0.0,0.025,0.014,0.0	0.005
1215	"ENSMUSG00000009741"	"Ubp1"	chr9	+	113955962	113956813	113955962	113956068	113956706	113956813	1215	12,20,18,20,6,14	0,12,2,2,7,6	11,4,5,12,12,19	2,6,9,10,7,9	734	96	0.0491178444685	0.759936189277	1.0,0.179,0.541,0.567,0.101,0.234	0.418,0.08,0.068,0.136,0.183,0.216	0.254
1216	"ENSMUSG00000090231"	"Cfb"	chr17	-	34856879	34857136	34856879	34856929	34857003	34857136	1216	0,1,1,4,1,3	46,55,53,76,26,41	5,2,4,3,1,1	77,113,93,112,44,61	170	96	0.613514268193	1.0	0.0,0.01,0.011,0.029,0.021,0.04	0.035,0.01,0.024,0.015,0.013,0.009	0.001
1217	"ENSMUSG00000090231"	"Cfb"	chr17	-	34856879	34857136	34856879	34856945	34857003	34857136	1217	0,1,1,3,1,3	0,2,0,0,1,0	5,2,4,3,1,1	0,1,0,2,1,1	154	96	1	1.0	NA,0.238,1.0,1.0,0.384,1.0	1.0,0.555,1.0,0.483,0.384,0.384	0.09
1219	"ENSMUSG00000028737"	"Aldh4a1"	chr4	+	139633714	139633989	139633714	139633808	139633896	139633989	1219	0,0,0,1,0,0	35,43,21,24,30,49	0,0,1,0,0,0	30,31,34,60,37,46	184	96	1	1.0	0.0,0.0,0.0,0.021,0.0,0.0	0.0,0.0,0.015,0.0,0.0,0.0	0.001
1220	"ENSMUSG00000028737"	"Aldh4a1"	chr4	+	139640612	139642273	139640612	139640686	139642076	139642273	1220	6,16,3,3,4,5	20,27,18,23,15,35	0,8,1,2,9,11	22,35,34,39,27,47	1486	96	0.184546225008	1.0	0.019,0.037,0.011,0.008,0.017,0.009	0.0,0.015,0.002,0.003,0.021,0.015	0.007
1223	"ENSMUSG00000026785"	"Pkn3"	chr2	+	30079925	30080686	30079925	30080071	30080574	30080686	1223	0,2,0,1,0,1	0,0,0,0,0,0	0,2,3,2,1,2	1,0,0,0,0,0	599	96	1	1.0	NA,1.0,NA,1.0,NA,1.0	0.0,1.0,1.0,1.0,1.0,1.0	0.167
1224	"ENSMUSG00000104713"	"Gbp6"	chr5	-	105280074	105280564	105280074	105280271	105280454	105280564	1224	0,0,0,0,0,0	3,0,0,0,0,0	1,0,0,0,0,0	2,2,1,1,0,0	279	96	1	1.0	0.0,NA,NA,NA,NA,NA	0.147,0.0,0.0,0.0,NA,NA	-0.037
1225	"ENSMUSG00000024177"	"Nme4"	chr17	-	26093616	26093960	26093616	26093729	26093858	26093960	1225	0,1,0,0,0,0	2,2,0,3,0,0	1,0,0,0,0,0	0,2,3,1,0,0	225	96	1	1.0	0.0,0.176,NA,0.0,NA,NA	1.0,0.0,0.0,0.0,NA,NA	-0.191
1227	"ENSMUSG00000033880"	"Lgals3bp"	chr11	-	118398120	118398571	118398120	118398252	118398379	118398571	1227	0,1,0,0,0,0	22,22,3,9,4,8	0,0,0,1,1,1	5,3,1,5,3,7	223	96	1	1.0	0.0,0.019,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.079,0.125,0.058	-0.041
1228	"ENSMUSG00000046032"	"Snx12"	chrX	-	101211958	101213864	101211958	101212346	101213773	101213864	1228	43,73,49,52,30,68	4,1,0,4,2,0	37,57,40,60,43,62	1,0,2,2,1,0	1523	96	0.0199027415486	0.439166336054	0.404,0.821,1.0,0.45,0.486,1.0	0.7,1.0,0.558,0.654,0.73,1.0	-0.08
1229	"ENSMUSG00000029291"	"Rufy3"	chr5	+	88614940	88616579	88614940	88615114	88616461	88616579	1229	0,0,1,0,0,0	6,7,10,4,8,6	1,0,0,0,0,0	8,11,9,14,14,14	1443	96	1	1.0	0.0,0.0,0.007,0.0,0.0,0.0	0.008,0.0,0.0,0.0,0.0,0.0	-0.0
1230	"ENSMUSG00000006301"	"Tmbim1"	chr1	-	74291430	74291734	74291430	74291468	74291694	74291734	1230	3,2,1,1,0,0	7,7,2,2,7,5	0,1,0,0,1,2	2,7,3,11,5,11	322	96	1	1.0	0.113,0.078,0.13,0.13,0.0,0.0	0.0,0.041,0.0,0.0,0.056,0.051	0.051
1233	"ENSMUSG00000028114"	"Mettl14"	chr3	-	123368296	123371485	123368296	123369690	123371274	123371485	1233	3,4,4,3,5,2	2,0,0,0,0,2	2,2,1,3,9,5	2,0,1,0,0,1	1680	96	0.00391705899973	0.138007585704	0.079,1.0,1.0,1.0,1.0,0.054	0.054,1.0,0.054,1.0,1.0,0.222	0.134
1234	"ENSMUSG00000110206"	"Flt3l"	chr7	-	45132227	45134026	45132227	45132412	45133881	45134026	1234	11,26,5,4,1,8	1,1,1,0,0,0	5,6,4,6,7,10	0,1,0,0,0,1	1565	96	1	1.0	0.403,0.615,0.235,1.0,1.0,1.0	1.0,0.269,1.0,1.0,1.0,0.38	-0.066
1235	"ENSMUSG00000110206"	"Flt3l"	chr7	-	45132227	45134026	45132227	45132412	45133897	45134026	1235	11,26,5,5,1,8	1,0,0,1,0,0	5,6,4,6,7,10	0,0,0,0,0,0	1581	96	1	1.0	0.4,1.0,1.0,0.233,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.228
1236	"ENSMUSG00000040479"	"Dgkz"	chr2	-	91933742	91934089	91933742	91933842	91934055	91934089	1236	3,6,1,1,4,2	20,9,3,8,5,7	3,1,5,3,1,2	6,2,12,20,18,15	309	96	0.302680553054	1.0	0.045,0.172,0.094,0.037,0.199,0.082	0.134,0.134,0.115,0.045,0.017,0.04	0.024
1238	"ENSMUSG00000038520"	"Tbc1d17"	chr7	-	44841982	44842300	44841982	44842099	44842185	44842300	1238	1,1,0,2,1,3	2,1,0,0,0,0	0,1,1,1,0,1	0,0,1,1,0,0	182	96	1	1.0	0.209,0.345,NA,1.0,1.0,1.0	NA,1.0,0.345,0.345,NA,1.0	0.038
1239	"ENSMUSG00000038520"	"Tbc1d17"	chr7	-	44841982	44842300	44841982	44842099	44842202	44842300	1239	1,2,0,2,1,4	0,6,3,0,4,5	0,1,1,1,0,1	4,4,7,14,5,8	199	96	1	1.0	1.0,0.139,0.0,1.0,0.108,0.278	0.0,0.108,0.064,0.033,0.0,0.057	0.377
1240	"ENSMUSG00000038520"	"Tbc1d17"	chr7	-	44842815	44843111	44842815	44842916	44842994	44843111	1240	2,2,1,2,2,2	4,10,5,11,9,7	1,1,0,0,0,0	4,8,10,14,4,8	174	96	0.000476804561386	0.0267632473369	0.216,0.099,0.099,0.091,0.109,0.136	0.121,0.065,0.0,0.0,0.0,0.0	0.094
1242	"ENSMUSG00000030180"	"Kdm5a"	chr6	+	120427728	120428377	120427728	120427872	120428217	120428377	1242	1,0,0,0,0,1	3,4,1,0,6,0	0,0,0,0,1,0	0,1,0,7,3,2	441	96	1	1.0	0.068,0.0,0.0,NA,0.0,1.0	NA,0.0,NA,0.0,0.068,0.0	0.197
1243	"ENSMUSG00000041119"	"Pde9a"	chr17	+	31459900	31460261	31459900	31460005	31460178	31460261	1243	2,2,1,0,2,3	4,4,0,5,4,10	1,6,2,2,0,1	2,3,0,11,11,9	269	96	0.856073979761	1.0	0.151,0.151,1.0,0.0,0.151,0.097	0.151,0.416,1.0,0.061,0.0,0.038	-0.019
1244	"ENSMUSG00000019139"	"Isyna1"	chr8	+	70594480	70594748	70594480	70594543	70594619	70594748	1244	1,0,0,0,0,0	1,5,4,5,6,5	0,1,0,1,0,0	1,6,3,5,0,0	172	96	1	1.0	0.358,0.0,0.0,0.0,0.0,0.0	0.0,0.085,0.0,0.1,NA,NA	0.013
1245	"ENSMUSG00000019139"	"Isyna1"	chr8	+	70594619	70594984	70594619	70594748	70594822	70594984	1245	0,2,0,0,0,0	5,16,2,5,8,14	0,0,1,0,0,0	5,5,0,6,4,4	170	96	1	1.0	0.0,0.066,0.0,0.0,0.0,0.0	0.0,0.0,1.0,0.0,0.0,0.0	-0.156
1246	"ENSMUSG00000019139"	"Isyna1"	chr8	+	70595138	70595554	70595138	70595271	70595360	70595554	1246	5,5,2,1,2,0	7,7,2,3,9,9	0,1,1,3,1,1	4,10,6,8,3,6	185	96	0.0247705280915	0.498593796167	0.27,0.27,0.342,0.147,0.103,0.0	0.0,0.049,0.08,0.163,0.147,0.08	0.102
1247	"ENSMUSG00000030763"	"Lcmt1"	chr7	+	123421537	123422798	123421537	123421639	123422706	123422798	1247	9,7,0,4,0,3	6,8,4,3,1,8	1,4,1,7,5,4	8,9,3,8,0,2	1163	96	0.770980284673	1.0	0.11,0.067,0.0,0.099,0.0,0.03	0.01,0.035,0.027,0.067,1.0,0.142	-0.162
1248	"ENSMUSG00000030979"	"Uros"	chr7	-	133690507	133691166	133690507	133690593	133691085	133691166	1248	2,10,5,3,6,13	7,5,2,4,2,1	2,1,3,10,5,7	0,5,3,7,3,0	588	96	0.805746930721	1.0	0.045,0.246,0.29,0.109,0.329,0.68	1.0,0.032,0.14,0.189,0.214,1.0	-0.146
1249	"ENSMUSG00000048307"	"Ankrd46"	chr15	-	36483980	36486127	36483980	36484139	36485794	36486127	1249	19,20,9,19,11,17	5,10,2,6,6,12	8,15,9,12,7,13	3,16,9,13,7,18	1751	96	0.000935557336582	0.0439201644192	0.172,0.099,0.198,0.148,0.091,0.072	0.128,0.049,0.052,0.048,0.052,0.038	0.069
1250	"ENSMUSG00000021235"	"Coq6"	chr12	+	84368142	84368709	84368142	84368201	84368585	84368709	1250	2,1,3,0,0,2	1,2,3,2,1,2	0,0,3,2,2,1	2,5,2,6,2,4	480	96	0.675870070423	1.0	0.286,0.091,0.167,0.0,0.0,0.167	0.0,0.0,0.231,0.063,0.167,0.048	0.034
1251	"ENSMUSG00000021235"	"Coq6"	chr12	+	84370255	84371031	84370255	84370354	84370923	84371031	1251	4,2,5,5,4,4	1,0,0,0,0,0	3,7,5,5,5,3	1,0,0,1,0,0	665	96	1	1.0	0.366,1.0,1.0,1.0,1.0,1.0	0.302,1.0,1.0,0.419,1.0,1.0	0.107
1252	"ENSMUSG00000021235"	"Coq6"	chr12	+	84370255	84371031	84370255	84370386	84370923	84371031	1252	3,1,3,4,2,3	2,4,0,4,2,2	1,3,5,5,1,1	1,0,4,6,6,5	633	96	0.518714828648	1.0	0.185,0.037,1.0,0.132,0.132,0.185	0.132,1.0,0.159,0.112,0.025,0.029	0.036
1253	"ENSMUSG00000021235"	"Coq6"	chr12	+	84370255	84371558	84370255	84371031	84371450	84371558	1253	0,2,1,0,2,0	0,0,0,1,0,0	2,0,2,3,1,2	0,0,0,0,1,0	515	96	1	1.0	NA,1.0,1.0,0.0,1.0,NA	1.0,NA,1.0,1.0,0.157,1.0	-0.081
1257	"ENSMUSG00000001909"	"Trmt1"	chr8	+	84690516	84690947	84690516	84690572	84690772	84690947	1257	3,5,3,6,0,4	0,0,0,0,0,0	4,2,2,5,7,6	1,0,0,0,0,0	296	96	1	1.0	1.0,1.0,1.0,1.0,NA,1.0	0.565,1.0,1.0,1.0,1.0,1.0	0.073
1260	"ENSMUSG00000001909"	"Trmt1"	chr8	+	84690516	84690947	84690516	84690572	84690810	84690947	1260	3,7,3,6,1,6	0,3,0,4,2,2	4,2,4,6,7,7	1,4,1,7,0,4	334	96	0.724466635741	1.0	1.0,0.401,1.0,0.301,0.126,0.463	0.535,0.126,0.535,0.198,1.0,0.335	0.094
1261	"ENSMUSG00000001909"	"Trmt1"	chr8	+	84695427	84696975	84695427	84695540	84696826	84696975	1261	8,11,5,7,5,6	0,7,4,6,3,1	5,10,10,12,13,19	3,7,7,9,5,7	1382	96	0.754839321284	1.0	1.0,0.098,0.08,0.075,0.104,0.294	0.104,0.09,0.09,0.085,0.153,0.159	0.162
1262	"ENSMUSG00000001909"	"Trmt1"	chr8	+	84697114	84697348	84697114	84697201	84697268	84697348	1262	0,1,0,1,0,2	6,9,3,4,4,4	0,1,1,1,0,1	1,9,5,12,2,7	163	96	1	1.0	0.0,0.061,0.0,0.128,0.0,0.227	0.0,0.061,0.105,0.047,0.0,0.078	0.021
1263	"ENSMUSG00000001909"	"Trmt1"	chr8	+	84699340	84699786	84699340	84699470	84699602	84699786	1263	0,0,2,1,0,1	4,6,3,8,0,3	0,1,1,0,0,1	4,9,7,11,13,9	228	96	1	1.0	0.0,0.0,0.219,0.05,NA,0.123	0.0,0.045,0.057,0.0,0.0,0.045	0.054
1264	"ENSMUSG00000098234"	"Snhg6"	chr1	-	9942024	9942391	9942024	9942149	9942322	9942391	1264	0,3,0,3,0,2	1,0,0,0,0,0	2,0,0,2,1,0	0,1,0,0,1,0	269	96	1	1.0	0.0,1.0,NA,1.0,NA,1.0	1.0,0.0,NA,1.0,0.263,NA	0.184
